node_key,cctv,Roadside,Children,Alcol,Bus
155805,0,1,0,1,1
167300,0,1,0,0,0
129496,1,0,0,0,0
155806,0,1,0,1,1
155807,1,1,0,1,0
155808,1,0,0,0,0
132065,0,0,0,1,0
167019,0,0,0,0,0
132001,0,0,0,2,0
155809,1,0,0,1,1
155810,2,0,0,0,0
167021,1,0,0,0,0
167022,1,0,0,0,0
167023,0,0,0,0,0
167024,0,0,0,0,0
131003,0,0,0,0,0
134119,0,0,0,0,0
167025,0,0,0,0,0
167026,0,0,0,0,0
133015,0,0,0,0,0
167027,0,0,0,0,0
131958,0,0,0,1,0
167028,0,0,0,0,0
167029,0,0,0,0,0
167030,0,0,0,0,0
133441,1,0,0,0,0
167031,0,0,0,0,0
167032,1,0,0,0,0
130854,0,0,1,0,0
167033,1,0,0,0,0
167034,1,0,0,0,0
130853,0,0,0,0,0
167035,0,0,0,0,0
167036,0,0,0,0,0
167532,2,0,0,0,0
167533,0,0,0,0,0
167037,1,0,0,0,0
130852,0,0,0,0,0
161151,0,0,0,2,2
165750,0,0,0,0,1
86668,0,0,0,0,0
162233,2,0,0,0,0
166781,0,0,0,0,0
162234,1,0,0,0,0
162235,1,0,0,0,0
162236,0,0,0,0,1
162237,0,0,0,0,1
162239,0,0,0,0,0
162240,0,0,0,1,0
162241,0,0,0,1,0
162242,1,0,0,1,0
162243,1,0,0,0,0
155189,0,0,0,0,0
152590,0,0,0,0,0
152591,1,0,0,0,0
155192,0,0,0,0,0
155197,0,0,0,0,0
136369,0,0,0,0,1
155198,0,0,0,0,0
155199,0,0,0,0,0
155200,0,0,0,0,0
155201,0,0,0,0,0
152593,0,0,0,0,0
155202,0,0,0,0,0
152595,0,0,0,0,0
155203,0,0,0,0,0
155204,0,0,0,0,1
163311,0,0,0,0,0
152119,0,0,0,0,0
152121,0,0,0,0,0
152596,0,0,0,0,0
152597,0,0,0,0,0
152598,1,0,0,0,0
152122,0,0,0,0,0
152599,1,0,0,0,0
152123,0,0,0,0,0
140157,0,0,0,0,1
152124,0,0,0,0,0
152125,1,0,0,0,0
152126,1,0,0,0,0
152127,0,0,0,0,0
152128,1,0,0,0,0
152600,1,0,0,1,0
152601,1,0,0,0,0
152151,1,0,0,0,0
152152,1,0,0,0,0
154032,1,1,0,0,0
154033,2,1,0,3,0
154035,0,0,0,0,0
154036,0,0,0,0,1
164485,1,0,0,0,0
167038,2,0,0,0,0
163342,1,0,0,0,0
163378,0,0,0,0,0
152021,1,0,0,0,0
93726,0,0,0,0,0
99684,2,0,0,0,2
152022,1,0,0,0,0
152023,0,0,0,0,0
163379,0,0,0,0,0
163380,0,1,0,0,0
163381,0,0,0,1,0
192689,1,0,1,0,0
163382,0,0,0,0,0
163383,0,0,0,2,0
155517,2,0,0,0,1
155518,2,0,0,0,1
155519,3,0,0,0,0
155520,1,0,0,0,0
99524,0,0,0,0,0
155521,1,0,1,0,0
155522,1,0,1,0,0
155523,2,0,0,0,0
155524,2,0,0,0,0
155525,1,0,0,0,0
155526,0,0,0,0,0
155527,1,0,0,0,0
155528,1,0,0,1,0
155529,3,0,0,0,0
155530,0,0,0,0,0
155531,0,0,0,0,0
155532,1,0,0,0,0
155533,0,0,0,0,0
155534,0,0,0,0,0
155535,0,0,0,0,0
155536,1,0,0,0,0
155537,1,0,0,0,0
155538,1,0,0,0,0
155539,3,0,0,0,0
155540,0,0,0,0,0
155541,0,0,0,0,0
155542,1,0,0,0,0
155543,1,0,0,0,0
155544,1,0,0,0,0
155545,2,0,0,0,0
155546,2,0,0,0,0
155547,1,0,0,0,0
155548,1,0,0,0,0
93723,3,0,0,0,0
155549,2,0,0,0,0
167039,0,0,0,0,2
167040,0,0,0,0,0
167054,0,0,0,0,0
167055,0,0,0,0,0
167062,0,0,0,0,0
167068,0,0,0,0,0
93720,1,1,0,0,2
93719,0,0,0,0,0
93718,1,2,0,0,2
163357,0,0,0,0,0
163358,0,0,0,0,0
164488,0,0,0,0,0
167090,0,0,0,0,0
167091,0,0,0,0,0
167092,0,0,0,0,0
167093,0,0,0,0,0
155622,1,0,0,0,0
155623,2,0,0,0,0
167094,0,0,0,0,0
99526,0,0,0,0,0
167095,0,0,0,0,0
167096,0,0,0,0,0
167097,2,0,0,0,0
167098,0,0,0,0,0
167099,0,0,0,0,0
167100,0,0,0,0,0
167101,0,0,0,0,0
167102,1,0,0,0,0
167103,1,0,0,0,0
167104,1,0,0,0,0
155645,2,0,0,0,0
76272,0,0,0,2,0
155646,2,0,0,0,0
155648,1,0,0,0,0
155649,1,0,0,0,0
155650,1,0,0,0,0
155651,1,0,0,0,0
155652,1,0,0,0,0
155653,1,0,0,0,0
155654,1,0,0,0,0
155684,1,0,0,0,0
155685,1,0,0,0,0
155686,1,0,0,0,0
155690,1,0,0,0,0
152432,0,0,0,0,0
152434,0,0,0,0,0
152435,1,0,0,0,0
152436,0,0,0,0,0
152437,0,0,0,0,0
152438,0,0,0,0,0
152439,0,0,0,0,0
152447,0,0,0,0,0
152448,0,0,0,0,0
152449,1,0,0,0,0
152450,1,0,0,0,0
152451,1,0,0,0,0
152452,1,0,0,0,0
152453,1,0,0,0,0
152454,1,0,0,0,0
152455,1,0,0,0,0
152456,1,0,0,0,0
152457,1,0,0,0,0
152458,1,0,0,0,0
99499,0,0,0,0,0
152459,1,0,0,0,0
192637,2,0,0,1,0
152460,0,0,0,0,0
152461,0,0,0,0,0
152462,1,0,0,0,0
152463,1,0,0,0,0
152464,0,0,0,0,0
152465,2,0,0,0,0
152466,1,0,0,0,0
152467,0,0,0,0,0
152468,0,0,0,0,0
152469,1,0,0,0,0
152470,1,0,0,0,0
152471,0,0,0,0,0
152472,1,0,0,0,0
152473,0,0,0,0,0
152474,0,0,0,0,0
152475,0,0,0,2,0
152476,0,0,0,2,0
152477,0,0,0,2,0
152478,0,0,0,2,0
152479,0,0,0,2,0
152482,0,0,0,2,0
152483,0,0,0,2,0
94803,1,0,0,0,0
152484,0,0,0,2,0
152485,0,0,0,0,0
152486,0,0,0,0,0
152487,1,0,0,0,0
94804,1,0,0,0,0
152488,1,0,0,0,0
152489,1,0,0,0,0
152490,1,0,0,0,0
152491,1,0,0,0,0
152492,0,0,0,0,0
153577,0,0,0,0,0
153578,0,0,0,0,0
153579,0,1,0,0,0
153580,0,0,0,0,0
153582,0,0,0,0,0
153584,0,0,0,0,0
132995,0,0,0,0,1
165577,2,1,0,7,0
166668,0,0,0,0,0
166687,0,0,0,1,0
167314,1,0,0,0,1
167315,2,0,0,0,1
167316,2,0,0,0,1
167317,2,0,0,0,0
167318,2,0,0,0,0
167319,2,0,0,0,0
167320,1,0,0,0,0
167321,0,1,0,0,1
167322,0,0,0,0,2
167323,0,0,0,0,1
167324,1,0,0,0,0
167325,1,0,0,0,0
167326,0,0,0,0,0
167327,0,0,0,0,1
167328,0,0,0,0,1
167330,0,1,0,0,2
167331,0,1,0,0,3
15976,1,0,0,0,0
167332,1,0,0,0,2
99393,0,0,0,0,0
167333,0,0,0,0,1
167335,0,0,0,0,0
167336,3,0,0,0,0
167337,1,2,0,0,0
167341,0,1,0,0,0
167342,5,0,0,0,0
167343,1,0,0,2,1
167344,0,0,0,0,2
167345,0,0,0,0,2
167347,1,0,0,0,2
127871,2,0,0,0,2
167348,0,1,0,0,3
167352,0,0,0,0,1
167353,0,0,0,0,1
167354,1,0,0,0,2
167355,1,0,0,0,1
167356,0,0,0,1,0
167357,0,0,0,0,0
167358,0,0,0,0,0
167359,0,0,0,0,0
167360,0,0,0,0,0
167361,0,0,0,0,0
97548,2,0,1,0,0
166688,0,0,0,1,0
167366,1,1,0,0,0
166689,0,1,0,1,0
167105,0,0,0,0,0
167106,1,0,0,0,0
167107,1,0,0,0,0
99659,2,0,0,0,2
167108,1,0,0,0,0
155713,2,0,0,0,0
167109,1,0,0,0,1
167110,1,0,0,0,0
167111,1,0,0,2,0
167112,0,0,0,0,0
167113,0,0,0,0,0
167114,0,0,0,0,0
167115,0,0,0,0,0
167187,1,1,0,0,0
167116,2,1,0,0,0
155722,0,0,0,0,1
166690,2,1,0,4,2
146078,0,0,0,0,0
155723,0,0,0,0,1
155724,0,0,0,2,2
15995,2,0,0,0,0
155725,2,0,0,2,1
15996,2,0,0,0,0
146077,0,0,0,0,0
157296,1,0,0,0,0
167159,0,0,0,0,0
167160,0,0,0,0,0
167161,2,0,0,0,0
167162,2,0,0,0,0
165790,0,0,0,0,3
165791,0,0,0,0,0
133943,1,0,0,0,0
166842,2,0,0,0,2
137420,0,0,0,0,0
93732,0,0,0,0,0
93733,0,0,0,0,0
93734,2,0,0,0,0
93735,2,0,0,0,0
93736,1,0,0,0,0
93737,1,0,0,0,0
93738,1,0,0,0,0
93739,1,0,0,0,0
93740,1,0,0,0,0
135459,0,0,0,3,0
147599,0,0,0,2,2
93741,3,0,0,0,0
93742,1,0,0,0,0
93743,2,0,0,0,0
93744,2,0,0,0,0
93745,0,0,0,0,0
93746,1,0,0,0,0
93747,2,0,0,1,0
152493,2,0,0,0,0
93748,2,0,0,0,0
93749,1,0,0,0,0
149136,0,0,0,0,0
93750,1,0,0,0,0
93751,2,0,0,0,0
93752,2,0,0,0,0
93753,2,0,0,0,0
93754,1,0,0,0,0
152494,2,0,0,0,0
93755,2,0,0,0,0
152495,2,0,0,0,0
129906,3,1,0,0,0
152496,1,0,0,0,0
128792,0,0,0,0,0
134460,0,0,0,2,0
134459,0,0,0,2,0
128297,0,0,0,0,0
93756,2,0,0,0,0
93757,2,0,0,1,0
129133,0,0,0,0,1
152497,2,0,0,0,0
93758,2,0,0,1,0
152498,2,0,0,0,0
165578,2,1,0,3,0
167163,3,0,0,3,0
167164,2,0,0,1,0
167412,0,1,0,1,2
167413,0,1,0,1,2
167414,2,0,0,0,0
167415,3,0,0,0,2
167416,2,0,0,0,2
167417,2,0,0,0,2
167418,4,0,0,0,2
167419,3,0,0,0,0
167420,1,0,0,1,0
167421,0,0,0,0,0
167422,0,0,0,0,0
167423,2,1,0,2,3
167424,2,0,0,2,1
167425,0,0,0,0,0
167165,2,0,0,3,0
167166,1,0,0,2,0
167167,0,0,0,0,0
167168,0,0,0,0,0
167169,0,0,0,0,0
167170,2,0,0,0,0
167171,0,0,0,0,0
153130,1,0,0,0,0
153131,1,0,0,0,0
153132,1,0,0,0,0
153133,1,0,0,0,0
153152,0,0,0,1,0
153153,0,0,0,1,0
153154,0,0,0,1,0
153155,0,0,0,1,0
153156,1,0,0,0,0
153157,0,0,0,0,1
153158,1,0,0,0,0
153159,0,0,0,0,1
167172,1,0,0,1,0
155394,1,0,0,0,0
155397,1,0,0,1,2
155398,2,0,0,1,2
155399,3,0,1,0,1
155400,0,0,0,1,1
155404,0,0,0,1,1
174006,1,0,0,0,0
155405,2,0,0,1,1
155406,0,0,0,1,1
155407,2,0,0,0,1
155408,2,0,1,0,0
155409,1,0,1,0,0
155410,0,0,0,0,0
152962,5,1,0,0,0
152963,2,1,0,0,0
152964,0,1,0,0,1
152969,0,0,0,0,0
152970,0,0,0,0,0
153025,0,0,0,0,0
153026,0,0,0,1,0
153027,1,0,0,0,0
153028,0,0,0,0,0
167175,1,0,0,0,2
155411,3,0,1,0,0
155412,0,0,0,0,0
155413,0,0,0,0,0
155414,0,0,0,0,0
155418,0,0,0,1,2
155419,1,0,0,1,2
155420,1,0,0,1,0
155421,1,0,0,1,1
155423,1,0,0,0,1
155424,2,0,0,0,1
155425,2,0,0,0,0
167176,0,0,0,0,0
16179,2,0,0,0,0
151705,0,0,0,1,1
154037,0,0,0,0,1
154038,0,0,0,0,1
154039,0,1,0,0,1
154040,0,1,0,0,0
154042,0,1,0,0,1
154043,0,1,0,0,0
154044,1,0,0,6,0
154045,1,0,0,7,0
154046,1,0,0,6,0
154047,0,0,0,0,0
154048,0,0,0,0,0
154049,0,0,0,0,0
154050,0,0,0,0,0
154051,0,0,0,0,0
154052,1,1,0,5,0
154053,1,0,0,3,0
154054,1,0,0,5,0
154055,1,0,0,0,0
154056,2,0,0,0,0
154057,2,0,0,0,0
167177,1,1,0,0,0
154058,2,0,0,0,0
154059,2,0,0,0,0
154060,2,0,0,0,0
154061,2,0,0,0,0
154062,0,0,0,0,0
154063,0,0,0,0,1
154064,1,0,0,0,0
154065,0,0,0,0,2
154066,1,0,0,0,0
154067,1,0,0,0,0
154068,1,0,0,0,0
154069,1,0,0,0,0
167178,1,1,0,0,0
165579,2,0,0,3,0
167179,0,0,0,0,0
167180,1,1,0,0,0
167181,0,0,0,0,0
167182,0,1,0,0,0
165540,1,0,0,0,0
165541,2,0,0,6,0
165542,2,1,0,5,0
16170,1,0,0,0,2
167183,1,1,0,0,0
167184,1,2,0,0,0
165543,1,0,0,6,0
165544,0,0,0,9,0
152024,0,0,0,0,0
167185,0,1,0,2,0
167186,0,1,0,2,0
167188,0,1,0,0,0
167191,0,0,0,2,0
167192,0,0,0,2,1
167194,1,2,0,2,0
167195,1,0,0,2,0
167196,0,0,0,1,1
152858,1,0,0,0,0
152859,1,0,0,0,0
152860,1,0,0,0,0
152866,1,0,0,0,0
152867,0,0,0,0,0
152868,1,0,0,0,0
152869,1,0,0,4,0
152870,1,0,0,1,0
152871,1,0,0,0,0
16174,2,0,0,0,0
152872,0,0,0,1,0
152873,0,0,0,0,0
152874,0,0,0,0,0
152875,0,0,0,1,0
152876,2,1,0,0,0
153166,0,2,0,0,0
153167,0,2,0,0,0
153168,0,1,0,0,0
153179,0,0,0,0,1
153180,0,0,0,0,1
16173,0,0,1,0,0
153181,0,0,0,0,1
153182,0,0,0,0,0
152888,4,1,0,0,0
152889,2,1,0,0,0
152890,4,1,0,0,0
152891,4,1,0,0,0
152892,2,1,0,0,0
152893,2,2,0,0,0
152894,2,1,0,0,0
165580,2,0,0,4,0
153029,0,0,0,1,0
153030,1,0,0,1,0
153031,0,0,0,1,0
153032,1,0,0,1,0
153033,1,0,0,4,0
153034,0,0,0,0,0
153185,0,1,0,0,0
153186,0,2,0,0,1
153187,0,2,0,0,1
153188,0,0,0,0,0
153189,0,1,0,0,0
11159,0,0,0,0,0
153190,1,0,0,1,0
153191,1,1,0,1,0
153192,1,0,0,1,0
153193,1,0,0,1,0
153194,0,0,0,2,2
153197,0,0,0,0,0
153198,0,0,0,0,0
153199,0,1,0,0,0
153201,1,0,0,1,0
153202,2,0,0,1,1
153203,0,0,0,0,4
153204,0,0,0,0,3
153205,0,0,0,0,1
153207,0,1,0,0,0
153208,0,0,0,2,1
153209,0,0,0,2,2
153210,1,0,0,1,0
153211,2,0,0,0,0
153212,2,0,0,0,0
153213,2,0,0,0,0
153214,0,0,0,0,0
153215,1,0,0,0,0
153216,1,0,0,0,0
153217,0,0,0,0,0
153035,1,0,0,1,0
153036,1,0,0,1,0
153037,1,0,0,4,1
153038,1,0,0,4,1
153039,1,0,0,4,0
153040,0,0,0,1,0
153041,1,0,0,1,0
153042,1,0,0,5,0
153043,1,0,0,4,2
153044,0,0,0,0,0
153045,1,0,0,4,0
153046,1,0,0,4,0
153047,0,0,0,1,0
166574,0,0,0,0,0
153058,0,0,0,4,0
153059,0,0,0,1,0
153060,0,0,0,3,0
153061,0,0,0,0,0
153062,0,0,0,0,0
153064,1,0,0,6,2
153065,1,0,0,4,2
153066,1,0,0,6,2
153067,0,0,0,0,0
153068,0,0,0,0,0
153069,0,0,0,0,0
153070,0,0,0,0,0
153071,0,0,0,0,0
153072,0,0,0,0,0
153073,0,0,0,0,0
153074,1,0,0,0,0
153075,0,0,0,0,1
155324,1,0,0,0,0
155325,1,0,0,0,0
155326,0,0,0,0,1
155327,0,0,0,1,0
155330,1,0,0,0,0
155331,1,0,0,1,0
155332,0,0,0,1,0
155333,0,0,0,0,0
155334,0,0,0,0,0
155335,0,0,0,0,0
166575,0,0,0,0,0
152237,0,0,0,0,0
156464,0,1,0,0,0
151760,1,0,0,0,0
151761,0,0,0,0,0
151762,0,0,0,0,0
151763,1,0,0,0,0
151764,1,0,0,0,0
151765,1,0,0,0,0
151766,1,0,0,0,0
72740,0,0,0,1,0
68295,0,0,0,0,0
71389,1,0,0,0,0
67065,1,0,0,1,0
67064,2,0,0,2,0
162482,1,0,0,0,2
72714,1,0,0,1,1
67063,2,0,0,2,2
72147,0,0,0,0,0
72146,0,0,0,0,0
73804,0,0,0,0,0
72219,0,0,0,0,0
162086,0,0,0,0,0
69800,0,0,0,0,0
71388,1,0,0,0,0
16177,1,0,0,0,0
72220,0,0,0,0,0
162078,0,0,0,2,0
73936,1,1,0,1,3
68294,0,0,0,0,0
71387,1,0,0,0,0
11158,0,0,0,0,0
68293,0,0,0,0,0
72216,0,0,0,0,0
67653,0,0,0,0,1
16175,1,1,0,0,0
73316,0,0,0,0,1
71414,0,0,0,0,0
68281,0,0,0,0,2
71528,0,0,0,0,0
72671,0,0,0,0,0
16176,3,0,0,0,0
68280,1,0,0,0,2
11125,2,0,0,0,0
72672,0,0,0,0,1
72673,0,0,0,0,1
72674,0,0,0,0,0
68279,1,1,0,0,2
160470,1,1,0,5,2
68278,1,0,0,0,1
68277,0,0,0,0,0
72675,0,0,0,0,0
71531,3,0,0,3,0
72676,0,0,0,0,0
71532,0,1,0,0,0
71533,0,0,0,0,2
72677,0,0,0,0,0
72678,0,0,0,0,0
73052,0,0,0,0,0
73053,0,0,0,0,0
71413,0,0,0,0,0
67332,2,1,0,2,1
71537,0,0,0,0,0
74674,1,0,0,1,0
72617,0,0,0,0,0
70030,0,0,0,0,1
74675,1,0,0,3,0
67179,0,0,0,0,0
162085,1,0,0,0,0
69381,0,0,0,0,0
11153,0,0,0,0,0
74415,0,2,0,0,2
162081,1,1,0,2,0
73297,0,0,0,1,0
73296,0,0,0,0,0
73295,1,0,0,0,0
86689,2,0,0,1,1
67483,0,0,0,0,0
160666,0,0,0,0,0
69371,0,0,0,0,1
72225,0,0,0,0,0
72192,0,0,0,0,1
67062,1,1,0,2,1
160661,1,0,0,1,1
71565,1,0,0,0,0
71566,1,0,0,0,0
72224,0,0,0,0,0
72191,0,0,0,0,0
67225,1,0,0,2,3
72986,1,0,0,2,0
160663,0,0,0,0,0
16114,1,0,0,0,0
160660,1,0,0,3,1
72223,0,0,0,0,0
164063,0,0,0,0,0
67224,0,0,0,0,2
69370,0,0,0,0,0
160667,0,0,0,0,0
164062,0,0,0,0,0
72222,0,1,0,0,0
72221,0,0,0,0,0
71705,0,0,0,0,0
71706,0,0,0,0,0
16178,1,0,0,0,0
72793,0,1,0,0,0
72794,0,1,0,2,2
60225,0,0,0,0,0
161454,0,0,0,1,0
60226,0,0,0,0,0
71416,0,0,0,0,0
71501,1,0,0,0,0
68631,0,0,0,0,0
72806,0,0,0,1,0
72805,0,0,0,1,2
71502,0,0,0,0,0
72804,0,0,0,1,2
71503,0,0,0,0,0
72803,0,1,0,2,2
72190,0,0,0,0,0
72495,0,0,0,0,0
72496,0,0,0,0,0
71412,0,0,0,0,1
72497,0,0,0,0,0
71411,0,0,0,0,1
71410,0,0,0,0,1
71724,0,1,0,0,0
162082,1,1,0,2,0
72189,0,0,0,0,0
78478,0,0,0,0,0
72188,0,0,0,0,1
72187,1,0,0,0,0
72186,0,0,0,0,1
68301,0,0,0,0,0
72458,1,0,0,0,1
71395,0,0,0,0,0
71415,0,0,0,0,0
72215,0,0,0,0,1
71738,0,0,0,0,1
68374,0,0,0,0,0
16180,2,0,0,0,0
72457,0,1,0,0,1
72456,0,0,0,0,1
72214,0,0,0,0,0
71391,0,0,0,0,1
160473,0,1,0,1,1
72865,0,0,0,0,0
68300,0,0,0,0,0
68299,0,0,0,0,0
71390,1,0,0,0,0
72213,0,0,0,0,2
72193,0,1,0,0,2
68298,0,0,0,0,0
72175,0,0,0,0,2
68297,0,0,0,0,0
68296,0,0,0,0,0
74006,1,1,0,1,0
160665,1,0,0,0,0
73879,0,0,0,0,0
162680,1,0,0,2,0
73718,0,0,0,0,2
162953,0,0,0,0,0
67390,1,0,0,0,0
72212,0,1,0,0,1
71454,0,0,0,0,0
72021,0,0,0,0,0
73275,2,0,0,0,0
73274,2,0,0,0,0
71647,0,1,0,0,3
99663,1,0,0,0,0
99662,3,0,0,0,1
99661,1,0,0,0,1
99660,1,0,0,0,1
86890,1,0,0,1,1
86891,1,0,0,1,1
86892,1,2,0,0,1
160475,0,1,0,1,1
86893,1,1,0,0,1
86894,0,0,0,6,0
86895,0,0,0,5,0
87664,1,0,0,0,0
160476,0,0,0,1,1
87663,0,0,0,1,0
87661,0,0,0,0,0
87660,0,0,0,0,1
87659,0,0,0,0,1
87654,0,0,0,0,2
106530,0,0,0,0,0
160477,0,0,0,1,1
160478,0,1,0,1,1
86105,1,0,0,0,0
95043,0,0,0,0,0
95044,1,0,0,0,0
99454,8,0,0,0,0
76868,0,1,0,0,1
76864,0,2,0,0,0
162172,0,0,0,0,0
84484,0,1,0,0,2
86500,1,0,0,0,1
84464,0,1,0,0,1
86503,0,0,0,0,1
86504,0,0,0,0,1
99502,0,0,0,0,0
86505,4,0,0,0,0
99495,0,0,0,0,2
86506,4,0,0,0,0
86513,3,0,0,0,1
86514,2,0,0,0,1
160664,1,0,0,1,1
162171,0,0,0,0,0
86896,0,0,0,1,1
162155,1,0,0,0,0
161455,0,0,0,0,0
162160,1,0,0,1,0
162159,1,1,0,1,0
84424,0,1,0,2,2
84423,0,1,0,1,2
164065,0,0,0,0,0
99433,1,0,0,0,0
87234,1,0,0,0,0
87238,1,0,0,1,0
99434,2,0,0,0,0
99435,1,0,0,0,0
99440,2,0,0,0,2
99441,2,0,0,0,2
99442,2,0,0,0,2
162158,1,0,0,1,0
96240,1,0,0,0,0
87246,1,0,0,0,0
162157,1,0,0,2,0
162156,0,0,0,1,0
99465,1,0,0,0,2
74639,1,1,0,2,0
95305,1,0,0,0,0
97677,1,0,0,0,0
162170,0,0,0,0,0
97676,0,0,0,0,0
87029,1,0,0,0,0
87028,1,0,0,0,0
87027,1,0,0,0,0
87026,1,0,0,0,0
87024,1,0,0,0,0
87321,0,0,0,0,0
10430,1,0,0,0,0
87320,0,0,0,0,0
87319,0,0,0,0,0
87318,0,0,0,0,0
87316,0,0,0,0,0
87315,0,0,0,0,0
87314,1,1,0,0,1
87313,1,0,0,0,0
87312,1,1,0,0,0
87310,1,0,0,0,0
87003,3,0,0,0,0
87002,2,0,0,0,0
162952,0,0,0,1,1
87001,3,0,0,0,0
162169,0,0,0,0,0
164064,0,0,0,0,0
97679,0,0,0,0,0
162168,0,0,0,0,0
93324,1,0,0,1,1
93325,1,0,0,1,1
93326,0,1,0,0,1
93327,0,0,0,0,0
93328,0,0,0,0,0
160662,1,0,0,0,0
93329,0,0,0,0,1
162167,1,0,0,0,0
94805,2,0,0,0,0
94806,0,0,0,0,0
94807,0,0,0,1,0
94808,0,0,0,1,0
94809,0,0,0,1,0
94810,2,0,0,3,0
94811,0,0,0,3,0
